code,description,chapter,code_type,includes,excludes,code_system
T28.5,Corrosion of mouth and pharynx,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T28.6,Corrosion of oesophagus,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T28.7,Corrosion of other parts of alimentary tract,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T28.8,Corrosion of internal genitourinary organs,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T28.9,Corrosion of other and unspecified internal organs,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T29-T32,Burns and corrosions of multiple and unspecified body regions,"Injury, Poisoning (S00-T88)",block,,,ICD-10-CM
T29,Burns and corrosions of multiple body regions,"Injury, Poisoning (S00-T88)",category,,,ICD-10-CM
T29.0,"Burns of multiple regions, unspecified degree","Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T29.1,"Burns of multiple regions, no more than first-degree burns mentioned","Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T29.2,"Burns of multiple regions, no more than second-degree burns mentioned","Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T29.3,"Burns of multiple regions, at least one burn of third degree mentioned","Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T29.4,"Corrosions of multiple regions, unspecified degree","Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T29.5,"Corrosions of multiple regions, no more than first-degree corrosions mentioned","Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T29.6,"Corrosions of multiple regions, no more than second-degree corrosions mentioned","Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T29.7,"Corrosions of multiple regions, at least one corrosion of third degree mentioned","Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T30,"Burn and corrosion, body region unspecified","Injury, Poisoning (S00-T88)",category,,,ICD-10-CM
T30.0,"Burn of unspecified body region, unspecified degree","Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T30.1,"Burn of first degree, body region unspecified","Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T30.2,"Burn of second degree, body region unspecified","Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T30.3,"Burn of third degree, body region unspecified","Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T30.4,"Corrosion of unspecified body region, unspecified degree","Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T30.5,"Corrosion of first degree, body region unspecified","Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T30.6,"Corrosion of second degree, body region unspecified","Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T30.7,"Corrosion of third degree, body region unspecified","Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T31,Burns classified according to extent of body surface involved,"Injury, Poisoning (S00-T88)",category,,,ICD-10-CM
T31.0,Burns involving less than 10% of body surface,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T31.1,Burns involving 10-19% of body surface,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T31.2,Burns involving 20-29% of body surface,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T31.3,Burns involving 30-39% of body surface,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T31.4,Burns involving 40-49% of body surface,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T31.5,Burns involving 50-59% of body surface,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T31.6,Burns involving 60-69% of body surface,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T31.7,Burns involving 70-79% of body surface,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T31.8,Burns involving 80-89% of body surface,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T31.9,Burns involving 90% or more of body surface,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T32,Corrosions classified according to extent of body surface involved,"Injury, Poisoning (S00-T88)",category,,,ICD-10-CM
T32.0,Corrosions involving less than 10% of body surface,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T32.1,Corrosions involving 10-19% of body surface,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T32.2,Corrosions involving 20-29% of body surface,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T32.3,Corrosions involving 30-39% of body surface,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T32.4,Corrosions involving 40-49% of body surface,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T32.5,Corrosions involving 50-59% of body surface,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T32.6,Corrosions involving 60-69% of body surface,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T32.7,Corrosions involving 70-79% of body surface,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T32.8,Corrosions involving 80-89% of body surface,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T32.9,Corrosions involving 90% or more of body surface,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T33-T35,Frostbite,"Injury, Poisoning (S00-T88)",block,,,ICD-10-CM
T33,Superficial frostbite,"Injury, Poisoning (S00-T88)",category,,,ICD-10-CM
T33.0,Superficial frostbite of head,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T33.1,Superficial frostbite of neck,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T33.2,Superficial frostbite of thorax,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T33.3,"Superficial frostbite of abdominal wall, lower back and pelvis","Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T33.4,Superficial frostbite of arm,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T33.5,Superficial frostbite of wrist and hand,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T33.6,Superficial frostbite of hip and thigh,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T33.7,Superficial frostbite of knee and lower leg,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T33.8,Superficial frostbite of ankle and foot,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T33.9,Superficial frostbite of other and unspecified sites,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T34,Frostbite with tissue necrosis,"Injury, Poisoning (S00-T88)",category,,,ICD-10-CM
T34.0,Frostbite with tissue necrosis of head,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T34.1,Frostbite with tissue necrosis of neck,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T34.2,Frostbite with tissue necrosis of thorax,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T34.3,"Frostbite with tissue necrosis of abdominal wall, lower back and pelvis","Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T34.4,Frostbite with tissue necrosis of arm,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T34.5,Frostbite with tissue necrosis of wrist and hand,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T34.6,Frostbite with tissue necrosis of hip and thigh,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T34.7,Frostbite with tissue necrosis of knee and lower leg,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T34.8,Frostbite with tissue necrosis of ankle and foot,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T34.9,Frostbite with tissue necrosis of other and unspecified sites,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T35,Frostbite involving multiple body regions and unspecified frostbite,"Injury, Poisoning (S00-T88)",category,,,ICD-10-CM
T35.0,Superficial frostbite involving multiple body regions,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T35.1,Frostbite with tissue necrosis involving multiple body regions,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T35.2,Unspecified frostbite of head and neck,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T35.3,"Unspecified frostbite of thorax, abdomen, lower back and pelvis","Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T35.4,Unspecified frostbite of upper limb,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T35.5,Unspecified frostbite of lower limb,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T35.6,Unspecified frostbite involving multiple body regions,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T35.7,Unspecified frostbite of unspecified site,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T36-T50,"Poisoning by drugs, medicaments and biological substances","Injury, Poisoning (S00-T88)",block,,,ICD-10-CM
T36,Poisoning by systemic antibiotics,"Injury, Poisoning (S00-T88)",category,,,ICD-10-CM
T36.0,Poisoning: Penicillins,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T36.1,Poisoning: Cefalosporins and other beta-lactam antibiotics,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T36.2,Poisoning: Chloramphenicol group,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T36.3,Poisoning: Macrolides,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T36.4,Poisoning: Tetracyclines,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T36.5,Poisoning: Aminoglycosides,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T36.6,Poisoning: Rifamycins,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T36.7,"Poisoning: Antifungal antibiotics, systemically used","Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T36.8,Poisoning: Other systemic antibiotics,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T36.9,"Poisoning: Systemic antibiotic, unspecified","Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T37,Poisoning by other systemic anti-infectives and antiparasitics,"Injury, Poisoning (S00-T88)",category,,,ICD-10-CM
T37.0,Poisoning: Sulfonamides,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T37.1,Poisoning: Antimycobacterial drugs,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T37.2,Poisoning: Antimalarials and drugs acting on other blood protozoa,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T37.3,Poisoning: Other antiprotozoal drugs,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T37.4,Poisoning: Anthelminthics,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T37.5,Poisoning: Antiviral drugs,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T37.8,Poisoning: Other specified systemic anti-infectives and antiparasitics,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T37.9,"Poisoning: Systemic anti-infective and antiparasitic, unspecified","Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T38,"Poisoning by hormones and their synthetic substitutes and antagonists, not elsewhere classified","Injury, Poisoning (S00-T88)",category,,,ICD-10-CM
T38.0,Poisoning: Glucocorticoids and synthetic analogues,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T38.1,Poisoning: Thyroid hormones and substitutes,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T38.2,Poisoning: Antithyroid drugs,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T38.3,Poisoning: Insulin and oral hypoglycaemic [antidiabetic] drugs,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T38.4,Poisoning: Oral contraceptives,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T38.5,Poisoning: Other estrogens and progestogens,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T38.6,"Poisoning: Antigonadotrophins, antiestrogens, antiandrogens, not elsewhere classified","Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T38.7,Poisoning: Androgens and anabolic congeners,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T38.8,Poisoning: Other and unspecified hormones and their synthetic substitutes,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T38.9,Poisoning: Other and unspecified hormone antagonists,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T39,"Poisoning by nonopioid analgesics, antipyretics and antirheumatics","Injury, Poisoning (S00-T88)",category,,,ICD-10-CM
T39.0,Poisoning: Salicylates,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T39.1,Poisoning: 4-Aminophenol derivatives,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T39.2,Poisoning: Pyrazolone derivatives,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T39.3,Poisoning: Other nonsteroidal anti-inflammatory drugs [NSAID],"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T39.4,"Poisoning: Antirheumatics, not elsewhere classified","Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T39.8,"Poisoning: Other nonopioid analgesics and antipyretics, not elsewhere classified","Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T39.9,"Poisoning: Nonopioid analgesic, antipyretic and antirheumatic, unspecified","Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T40,Poisoning by narcotics and psychodysleptics [hallucinogens],"Injury, Poisoning (S00-T88)",category,,,ICD-10-CM
T40.0,Poisoning: Opium,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T40.1,Poisoning: Heroin,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T40.2,Poisoning: Other opioids,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T40.3,Poisoning: Methadone,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T40.4,Poisoning: Other synthetic narcotics,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T40.5,Poisoning: Cocaine,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T40.6,Poisoning: Other and unspecified narcotics,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T40.7,Poisoning: Cannabis (derivatives),"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T40.8,Poisoning: Lysergide [LSD],"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T40.9,Poisoning: Other and unspecified psychodysleptics [hallucinogens],"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T41,Poisoning by anaesthetics and therapeutic gases,"Injury, Poisoning (S00-T88)",category,,,ICD-10-CM
T41.0,Poisoning: Inhaled anaesthetics,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T41.1,Poisoning: Intravenous anaesthetics,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T41.2,Poisoning: Other and unspecified general anaesthetics,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T41.3,Poisoning: Local anaesthetics,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T41.4,"Poisoning: Anaesthetic, unspecified","Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T41.5,Poisoning: Therapeutic gases,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T42,"Poisoning by antiepileptic, sedative-hypnotic and antiparkinsonism drugs","Injury, Poisoning (S00-T88)",category,,,ICD-10-CM
T42.0,Poisoning: Hydantoin derivatives,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T42.1,Poisoning: Iminostilbenes,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T42.2,Poisoning: Succinimides and oxazolidinediones,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T42.3,Poisoning: Barbiturates,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T42.4,Poisoning: Benzodiazepines,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T42.5,"Poisoning: Mixed antiepileptics, not elsewhere classified","Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T42.6,Poisoning: Other antiepileptic and sedative-hypnotic drugs,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T42.7,"Poisoning: Antiepileptic and sedative-hypnotic drugs, unspecified","Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T42.8,Poisoning: Antiparkinsonism drugs and other central muscle-tone depressants,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T43,"Poisoning by psychotropic drugs, not elsewhere classified","Injury, Poisoning (S00-T88)",category,,,ICD-10-CM
T43.0,Poisoning: Tricyclic and tetracyclic antidepressants,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T43.1,Poisoning: Monoamine-oxidase-inhibitor antidepressants,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T43.2,Poisoning: Other and unspecified antidepressants,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T43.3,Poisoning: Phenothiazine antipsychotics and neuroleptics,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T43.4,Poisoning: Butyrophenone and thioxanthene neuroleptics,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T43.5,Poisoning: Other and unspecified antipsychotics and neuroleptics,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T43.6,Poisoning: Psychostimulants with abuse potential,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T43.8,"Poisoning: Other psychotropic drugs, not elsewhere classified","Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T43.9,"Poisoning: Psychotropic drug, unspecified","Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T44,Poisoning by drugs primarily affecting the autonomic nervous system,"Injury, Poisoning (S00-T88)",category,,,ICD-10-CM
T44.0,Poisoning: Anticholinesterase agents,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T44.1,Poisoning: Other parasympathomimetics [cholinergics],"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T44.2,"Poisoning: Ganglionic blocking drugs, not elsewhere classified","Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T44.3,"Poisoning: Other parasympatholytics [anticholinergics and antimuscarinics] and spasmolytics, not elsewhere classified","Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T44.4,"Poisoning: Predominantly alpha-adrenoreceptor agonists, not elsewhere classified","Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T44.5,"Poisoning: Predominantly beta-adrenoreceptor agonists, not elsewhere classified","Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T44.6,"Poisoning: Alpha-adrenoreceptor antagonists, not elsewhere classified","Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T44.7,"Poisoning: Beta-adrenoreceptor antagonists, not elsewhere classified","Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T44.8,"Poisoning: Centrally acting and adrenergic-neuron-blocking agents, not elsewhere classified","Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
