code,description,chapter,code_type,includes,excludes,code_system
H83.3,Noise effects on inner ear,Diseases of Eye/Ear and Adnexa (H00-H95),subcategory,,,ICD-10-CM
H83.8,Other specified diseases of inner ear,Diseases of Eye/Ear and Adnexa (H00-H95),subcategory,,,ICD-10-CM
H83.9,"Disease of inner ear, unspecified",Diseases of Eye/Ear and Adnexa (H00-H95),subcategory,,,ICD-10-CM
H90-H95,Other disorders of ear,Diseases of Eye/Ear and Adnexa (H00-H95),block,,,ICD-10-CM
H90,Conductive and sensorineural hearing loss,Diseases of Eye/Ear and Adnexa (H00-H95),category,,,ICD-10-CM
H90.0,"Conductive hearing loss, bilateral",Diseases of Eye/Ear and Adnexa (H00-H95),subcategory,,,ICD-10-CM
H90.1,"Conductive hearing loss, unilateral with unrestricted hearing on the contralateral side",Diseases of Eye/Ear and Adnexa (H00-H95),subcategory,,,ICD-10-CM
H90.2,"Conductive hearing loss, unspecified",Diseases of Eye/Ear and Adnexa (H00-H95),subcategory,,,ICD-10-CM
H90.3,"Sensorineural hearing loss, bilateral",Diseases of Eye/Ear and Adnexa (H00-H95),subcategory,,,ICD-10-CM
H90.4,"Sensorineural hearing loss, unilateral with unrestricted hearing on the contralateral side",Diseases of Eye/Ear and Adnexa (H00-H95),subcategory,,,ICD-10-CM
H90.5,"Sensorineural hearing loss, unspecified",Diseases of Eye/Ear and Adnexa (H00-H95),subcategory,,,ICD-10-CM
H90.6,"Mixed conductive and sensorineural hearing loss, bilateral",Diseases of Eye/Ear and Adnexa (H00-H95),subcategory,,,ICD-10-CM
H90.7,"Mixed conductive and sensorineural hearing loss, unilateral with unrestricted hearing on the contralateral side",Diseases of Eye/Ear and Adnexa (H00-H95),subcategory,,,ICD-10-CM
H90.8,"Mixed conductive and sensorineural hearing loss, unspecified",Diseases of Eye/Ear and Adnexa (H00-H95),subcategory,,,ICD-10-CM
H91,Other hearing loss,Diseases of Eye/Ear and Adnexa (H00-H95),category,,,ICD-10-CM
H91.0,Ototoxic hearing loss,Diseases of Eye/Ear and Adnexa (H00-H95),subcategory,,,ICD-10-CM
H91.1,Presbycusis,Diseases of Eye/Ear and Adnexa (H00-H95),subcategory,,,ICD-10-CM
H91.2,Sudden idiopathic hearing loss,Diseases of Eye/Ear and Adnexa (H00-H95),subcategory,,,ICD-10-CM
H91.3,"Deaf mutism, not elsewhere classified",Diseases of Eye/Ear and Adnexa (H00-H95),subcategory,,,ICD-10-CM
H91.8,Other specified hearing loss,Diseases of Eye/Ear and Adnexa (H00-H95),subcategory,,,ICD-10-CM
H91.9,"Hearing loss, unspecified",Diseases of Eye/Ear and Adnexa (H00-H95),subcategory,,,ICD-10-CM
H92,Otalgia and effusion of ear,Diseases of Eye/Ear and Adnexa (H00-H95),category,,,ICD-10-CM
H92.0,Otalgia,Diseases of Eye/Ear and Adnexa (H00-H95),subcategory,,,ICD-10-CM
H92.1,Otorrhoea,Diseases of Eye/Ear and Adnexa (H00-H95),subcategory,,,ICD-10-CM
H92.2,Otorrhagia,Diseases of Eye/Ear and Adnexa (H00-H95),subcategory,,,ICD-10-CM
H93,"Other disorders of ear, not elsewhere classified",Diseases of Eye/Ear and Adnexa (H00-H95),category,,,ICD-10-CM
H93.0,Degenerative and vascular disorders of ear,Diseases of Eye/Ear and Adnexa (H00-H95),subcategory,,,ICD-10-CM
H93.1,Tinnitus,Diseases of Eye/Ear and Adnexa (H00-H95),subcategory,,,ICD-10-CM
H93.2,Other abnormal auditory perceptions,Diseases of Eye/Ear and Adnexa (H00-H95),subcategory,,,ICD-10-CM
H93.3,Disorders of acoustic nerve,Diseases of Eye/Ear and Adnexa (H00-H95),subcategory,,,ICD-10-CM
H93.8,Other specified disorders of ear,Diseases of Eye/Ear and Adnexa (H00-H95),subcategory,,,ICD-10-CM
H93.9,"Disorder of ear, unspecified",Diseases of Eye/Ear and Adnexa (H00-H95),subcategory,,,ICD-10-CM
H94,Other disorders of ear in diseases classified elsewhere,Diseases of Eye/Ear and Adnexa (H00-H95),category,,,ICD-10-CM
H94.0,Acoustic neuritis in infectious and parasitic diseases classified elsewhere,Diseases of Eye/Ear and Adnexa (H00-H95),subcategory,,,ICD-10-CM
H94.8,Other specified disorders of ear in diseases classified elsewhere,Diseases of Eye/Ear and Adnexa (H00-H95),subcategory,,,ICD-10-CM
H95,"Postprocedural disorders of ear and mastoid process, not elsewhere classified",Diseases of Eye/Ear and Adnexa (H00-H95),category,,,ICD-10-CM
H95.0,Recurrent cholesteatoma of postmastoidectomy cavity,Diseases of Eye/Ear and Adnexa (H00-H95),subcategory,,,ICD-10-CM
H95.1,Other disorders following mastoidectomy,Diseases of Eye/Ear and Adnexa (H00-H95),subcategory,,,ICD-10-CM
H95.8,Other postprocedural disorders of ear and mastoid process,Diseases of Eye/Ear and Adnexa (H00-H95),subcategory,,,ICD-10-CM
H95.9,"Postprocedural disorder of ear and mastoid process, unspecified",Diseases of Eye/Ear and Adnexa (H00-H95),subcategory,,,ICD-10-CM
IX,Diseases of the circulatory system,Diseases of the Circulatory System (I00-I99),chapter,,,ICD-10-CM
I00-I02,Acute rheumatic fever,Diseases of the Circulatory System (I00-I99),block,,,ICD-10-CM
I00,Rheumatic fever without mention of heart involvement,Diseases of the Circulatory System (I00-I99),category,,,ICD-10-CM
I01,Rheumatic fever with heart involvement,Diseases of the Circulatory System (I00-I99),category,,,ICD-10-CM
I01.0,Acute rheumatic pericarditis,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I01.1,Acute rheumatic endocarditis,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I01.2,Acute rheumatic myocarditis,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I01.8,Other acute rheumatic heart disease,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I01.9,"Acute rheumatic heart disease, unspecified",Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I02,Rheumatic chorea,Diseases of the Circulatory System (I00-I99),category,,,ICD-10-CM
I02.0,Rheumatic chorea with heart involvement,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I02.9,Rheumatic chorea without heart involvement,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I05-I09,Chronic rheumatic heart diseases,Diseases of the Circulatory System (I00-I99),block,,,ICD-10-CM
I05,Rheumatic mitral valve diseases,Diseases of the Circulatory System (I00-I99),category,,,ICD-10-CM
I05.0,Mitral stenosis,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I05.1,Rheumatic mitral insufficiency,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I05.2,Mitral stenosis with insufficiency,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I05.8,Other mitral valve diseases,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I05.9,"Mitral valve disease, unspecified",Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I06,Rheumatic aortic valve diseases,Diseases of the Circulatory System (I00-I99),category,,,ICD-10-CM
I06.0,Rheumatic aortic stenosis,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I06.1,Rheumatic aortic insufficiency,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I06.2,Rheumatic aortic stenosis with insufficiency,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I06.8,Other rheumatic aortic valve diseases,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I06.9,"Rheumatic aortic valve disease, unspecified",Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I07,Rheumatic tricuspid valve diseases,Diseases of the Circulatory System (I00-I99),category,,,ICD-10-CM
I07.0,Tricuspid stenosis,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I07.1,Tricuspid insufficiency,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I07.2,Tricuspid stenosis with insufficiency,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I07.8,Other tricuspid valve diseases,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I07.9,"Tricuspid valve disease, unspecified",Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I08,Multiple valve diseases,Diseases of the Circulatory System (I00-I99),category,,,ICD-10-CM
I08.0,Disorders of both mitral and aortic valves,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I08.1,Disorders of both mitral and tricuspid valves,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I08.2,Disorders of both aortic and tricuspid valves,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I08.3,"Combined disorders of mitral, aortic and tricuspid valves",Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I08.8,Other multiple valve diseases,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I08.9,"Multiple valve disease, unspecified",Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I09,Other rheumatic heart diseases,Diseases of the Circulatory System (I00-I99),category,,,ICD-10-CM
I09.0,Rheumatic myocarditis,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I09.1,"Rheumatic diseases of endocardium, valve unspecified",Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I09.2,Chronic rheumatic pericarditis,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I09.8,Other specified rheumatic heart diseases,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I09.9,"Rheumatic heart disease, unspecified",Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I10-I15,Hypertensive diseases,Diseases of the Circulatory System (I00-I99),block,,,ICD-10-CM
I10,Essential (primary) hypertension,Diseases of the Circulatory System (I00-I99),category,,,ICD-10-CM
I11,Hypertensive heart disease,Diseases of the Circulatory System (I00-I99),category,,,ICD-10-CM
I11.0,Hypertensive heart disease with (congestive) heart failure,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I11.9,Hypertensive heart disease without (congestive) heart failure,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I12,Hypertensive renal disease,Diseases of the Circulatory System (I00-I99),category,,,ICD-10-CM
I12.0,Hypertensive renal disease with renal failure,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I12.9,Hypertensive renal disease without renal failure,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I13,Hypertensive heart and renal disease,Diseases of the Circulatory System (I00-I99),category,,,ICD-10-CM
I13.0,Hypertensive heart and renal disease with (congestive) heart failure,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I13.1,Hypertensive heart and renal disease with renal failure,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I13.2,Hypertensive heart and renal disease with both (congestive) heart failure and renal failure,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I13.9,"Hypertensive heart and renal disease, unspecified",Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I15,Secondary hypertension,Diseases of the Circulatory System (I00-I99),category,,,ICD-10-CM
I15.0,Renovascular hypertension,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I15.1,Hypertension secondary to other renal disorders,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I15.2,Hypertension secondary to endocrine disorders,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I15.8,Other secondary hypertension,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I15.9,"Secondary hypertension, unspecified",Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I20-I25,Ischaemic heart diseases,Diseases of the Circulatory System (I00-I99),block,,,ICD-10-CM
I20,Angina pectoris,Diseases of the Circulatory System (I00-I99),category,,,ICD-10-CM
I20.0,Unstable angina,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I20.1,Angina pectoris with documented spasm,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I20.8,Other forms of angina pectoris,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I20.9,"Angina pectoris, unspecified",Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I21,Acute myocardial infarction,Diseases of the Circulatory System (I00-I99),category,,,ICD-10-CM
I21.0,Acute transmural myocardial infarction of anterior wall,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I21.1,Acute transmural myocardial infarction of inferior wall,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I21.2,Acute transmural myocardial infarction of other sites,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I21.3,Acute transmural myocardial infarction of unspecified site,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I21.4,Acute subendocardial myocardial infarction,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I21.9,"Acute myocardial infarction, unspecified",Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I22,Subsequent myocardial infarction,Diseases of the Circulatory System (I00-I99),category,,,ICD-10-CM
I22.0,Subsequent myocardial infarction of anterior wall,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I22.1,Subsequent myocardial infarction of inferior wall,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I22.8,Subsequent myocardial infarction of other sites,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I22.9,Subsequent myocardial infarction of unspecified site,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I23,Certain current complications following acute myocardial infarction,Diseases of the Circulatory System (I00-I99),category,,,ICD-10-CM
I23.0,Haemopericardium as current complication following acute myocardial infarction,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I23.1,Atrial septal defect as current complication following acute myocardial infarction,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I23.2,Ventricular septal defect as current complication following acute myocardial infarction,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I23.3,Rupture of cardiac wall without haemopericardium as current complication following acute myocardial infarction,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I23.4,Rupture of chordae tendineae as current complication following acute myocardial infarction,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I23.5,Rupture of papillary muscle as current complication following acute myocardial infarction,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I23.6,"Thrombosis of atrium, auricular appendage, and ventricle as current complications following acute myocardial infarction",Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I23.8,Other current complications following acute myocardial infarction,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I24,Other acute ischaemic heart diseases,Diseases of the Circulatory System (I00-I99),category,,,ICD-10-CM
I24.0,Coronary thrombosis not resulting in myocardial infarction,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I24.1,Dressler syndrome,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I24.8,Other forms of acute ischaemic heart disease,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I24.9,"Acute ischaemic heart disease, unspecified",Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I25,Chronic ischaemic heart disease,Diseases of the Circulatory System (I00-I99),category,,,ICD-10-CM
I25.0,"Atherosclerotic cardiovascular disease, so described",Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I25.1,Atherosclerotic heart disease,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I25.2,Old myocardial infarction,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I25.3,Aneurysm of heart,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I25.4,Coronary artery aneurysm and dissection,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I25.5,Ischaemic cardiomyopathy,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I25.6,Silent myocardial ischaemia,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I25.8,Other forms of chronic ischaemic heart disease,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I25.9,"Chronic ischaemic heart disease, unspecified",Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I26-I28,Pulmonary heart disease and diseases of pulmonary circulation,Diseases of the Circulatory System (I00-I99),block,,,ICD-10-CM
I26,Pulmonary embolism,Diseases of the Circulatory System (I00-I99),category,,,ICD-10-CM
I26.0,Pulmonary embolism with mention of acute cor pulmonale,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I26.9,Pulmonary embolism without mention of acute cor pulmonale,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I27,Other pulmonary heart diseases,Diseases of the Circulatory System (I00-I99),category,,,ICD-10-CM
I27.0,Primary pulmonary hypertension,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I27.1,Kyphoscoliotic heart disease,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I27.2,Other secondary pulmonary hypertension,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I27.8,Other specified pulmonary heart diseases,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I27.9,"Pulmonary heart disease, unspecified",Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I28,Other diseases of pulmonary vessels,Diseases of the Circulatory System (I00-I99),category,,,ICD-10-CM
I28.0,Arteriovenous fistula of pulmonary vessels,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I28.1,Aneurysm of pulmonary artery,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I28.8,Other specified diseases of pulmonary vessels,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I28.9,"Disease of pulmonary vessels, unspecified",Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I30-I52,Other forms of heart disease,Diseases of the Circulatory System (I00-I99),block,,,ICD-10-CM
I30,Acute pericarditis,Diseases of the Circulatory System (I00-I99),category,,,ICD-10-CM
I30.0,Acute nonspecific idiopathic pericarditis,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I30.1,Infective pericarditis,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I30.8,Other forms of acute pericarditis,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I30.9,"Acute pericarditis, unspecified",Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I31,Other diseases of pericardium,Diseases of the Circulatory System (I00-I99),category,,,ICD-10-CM
I31.0,Chronic adhesive pericarditis,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I31.1,Chronic constrictive pericarditis,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I31.2,"Haemopericardium, not elsewhere classified",Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I31.3,Pericardial effusion (noninflammatory),Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I31.8,Other specified diseases of pericardium,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I31.9,"Disease of pericardium, unspecified",Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I32,Pericarditis in diseases classified elsewhere,Diseases of the Circulatory System (I00-I99),category,,,ICD-10-CM
I32.0,Pericarditis in bacterial diseases classified elsewhere,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I32.1,Pericarditis in other infectious and parasitic diseases classified elsewhere,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I32.8,Pericarditis in other diseases classified elsewhere,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I33,Acute and subacute endocarditis,Diseases of the Circulatory System (I00-I99),category,,,ICD-10-CM
I33.0,Acute and subacute infective endocarditis,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I33.9,"Acute endocarditis, unspecified",Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I34,Nonrheumatic mitral valve disorders,Diseases of the Circulatory System (I00-I99),category,,,ICD-10-CM
I34.0,Mitral (valve) insufficiency,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I34.1,Mitral (valve) prolapse,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I34.2,Nonrheumatic mitral (valve) stenosis,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I34.8,Other nonrheumatic mitral valve disorders,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I34.9,"Nonrheumatic mitral valve disorder, unspecified",Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I35,Nonrheumatic aortic valve disorders,Diseases of the Circulatory System (I00-I99),category,,,ICD-10-CM
I35.0,Aortic (valve) stenosis,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I35.1,Aortic (valve) insufficiency,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I35.2,Aortic (valve) stenosis with insufficiency,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I35.8,Other aortic valve disorders,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I35.9,"Aortic valve disorder, unspecified",Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I36,Nonrheumatic tricuspid valve disorders,Diseases of the Circulatory System (I00-I99),category,,,ICD-10-CM
I36.0,Nonrheumatic tricuspid (valve) stenosis,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I36.1,Nonrheumatic tricuspid (valve) insufficiency,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I36.2,Nonrheumatic tricuspid (valve) stenosis with insufficiency,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I36.8,Other nonrheumatic tricuspid valve disorders,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I36.9,"Nonrheumatic tricuspid valve disorder, unspecified",Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I37,Pulmonary valve disorders,Diseases of the Circulatory System (I00-I99),category,,,ICD-10-CM
I37.0,Pulmonary valve stenosis,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I37.1,Pulmonary valve insufficiency,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I37.2,Pulmonary valve stenosis with insufficiency,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I37.8,Other pulmonary valve disorders,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I37.9,"Pulmonary valve disorder, unspecified",Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I38,"Endocarditis, valve unspecified",Diseases of the Circulatory System (I00-I99),category,,,ICD-10-CM
I39,Endocarditis and heart valve disorders in diseases classified elsewhere,Diseases of the Circulatory System (I00-I99),category,,,ICD-10-CM
I39.0,Mitral valve disorders in diseases classified elsewhere,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I39.1,Aortic valve disorders in diseases classified elsewhere,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I39.2,Tricuspid valve disorders in diseases classified elsewhere,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I39.3,Pulmonary valve disorders in diseases classified elsewhere,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I39.4,Multiple valve disorders in diseases classified elsewhere,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I39.8,"Endocarditis, valve unspecified, in diseases classified elsewhere",Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I40,Acute myocarditis,Diseases of the Circulatory System (I00-I99),category,,,ICD-10-CM
I40.0,Infective myocarditis,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I40.1,Isolated myocarditis,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I40.8,Other acute myocarditis,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I40.9,"Acute myocarditis, unspecified",Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I41,Myocarditis in diseases classified elsewhere,Diseases of the Circulatory System (I00-I99),category,,,ICD-10-CM
I41.0,Myocarditis in bacterial diseases classified elsewhere,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I41.1,Myocarditis in viral diseases classified elsewhere,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I41.2,Myocarditis in other infectious and parasitic diseases classified elsewhere,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I41.8,Myocarditis in other diseases classified elsewhere,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I42,Cardiomyopathy,Diseases of the Circulatory System (I00-I99),category,,,ICD-10-CM
I42.0,Dilated cardiomyopathy,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I42.1,Obstructive hypertrophic cardiomyopathy,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I42.2,Other hypertrophic cardiomyopathy,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I42.3,Endomyocardial (eosinophilic) disease,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I42.4,Endocardial fibroelastosis,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I42.5,Other restrictive cardiomyopathy,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I42.6,Alcoholic cardiomyopathy,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I42.7,Cardiomyopathy due to drugs and other external agents,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I42.8,Other cardiomyopathies,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I42.9,"Cardiomyopathy, unspecified",Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I43,Cardiomyopathy in diseases classified elsewhere,Diseases of the Circulatory System (I00-I99),category,,,ICD-10-CM
I43.0,Cardiomyopathy in infectious and parasitic diseases classified elsewhere,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I43.1,Cardiomyopathy in metabolic diseases,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I43.2,Cardiomyopathy in nutritional diseases,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I43.8,Cardiomyopathy in other diseases classified elsewhere,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I44,Atrioventricular and left bundle-branch block,Diseases of the Circulatory System (I00-I99),category,,,ICD-10-CM
I44.0,"Atrioventricular block, first degree",Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I44.1,"Atrioventricular block, second degree",Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I44.2,"Atrioventricular block, complete",Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I44.3,Other and unspecified atrioventricular block,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I44.4,Left anterior fascicular block,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I44.5,Left posterior fascicular block,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I44.6,Other and unspecified fascicular block,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
